project_name,k,best_solution_gwo_sammon,best_solution_gwo_kruskal,best_fitness_gwo_sammon,best_fitness_gwo_kruskal
GregBahm_PlaceViewer,5,"[0.56445304 0.42299234 0.45267545 0.61678825 0.06171557 0.36307339
 0.32772365 0.69684208 0.30493441 1.         0.16027122 0.4171215
 0.59351214 0.77915882 0.69839813 0.26591582 0.55266935 0.48847027
 0.26950594 0.3734797  0.42263932 0.88804982 0.32579981 0.26671507
 0.02753444 0.43819576 0.29059879 0.28959776 1.         1.
 0.06367907 0.01279835 0.18544049 0.34985039 0.8180982  0.45135593
 0.98884241 0.35469713 0.116045   0.59703796]","[0.63416875 0.52143483 0.11718551 0.02455184 0.58352789 0.11327641
 0.28875837 0.5657358  0.16626227 0.86424509 0.14260327 0.47562425
 0.32932411 0.14982386 0.25494639 0.5288838  0.         0.19379979
 0.01351274 0.44578469 0.41228153 0.60700222 0.2040889  0.30718109
 0.65855493 0.54641351 0.07972539 0.12819586 1.         1.
 0.56918656 0.01886767 0.27340358 0.78266143 0.40514552 0.3620661
 1.         0.02033564 0.18336693 0.66924604]",0.009297090681684614,0.003106270269801401
GregBahm_PlaceViewer,7,"[0.318635   0.56390174 0.67516997 0.21915265 0.49461347 0.21221166
 0.49550008 0.59539799 0.39796233 1.         0.21533848 0.75914405
 0.33383416 0.39337193 0.21940059 0.1080313  0.35725268 0.03431616
 0.271854   0.23792286 0.07607823 0.80424601 0.7644164  0.75312967
 0.40956371 0.07761905 0.43316093 0.42755173 1.         1.
 0.64015286 0.35794001 0.30733115 0.90258536 0.72196087 0.54337101
 0.94194364 0.92170687 0.28602838 0.37152554]","[0.52915424 0.63735657 0.23036818 0.34014239 0.47503575 0.06073236
 0.01167976 0.5110484  0.84948673 0.95583214 0.29370136 0.43636568
 0.52030377 0.24071539 0.11034638 0.76524503 0.36648535 0.44133337
 0.08976618 0.61003651 0.36653155 1.         0.02328566 0.64370406
 0.04661782 0.39047594 0.3688758  0.29674252 1.         0.82649945
 0.19637616 0.04463829 0.03610377 0.03612236 0.22562385 0.88741386
 1.         0.16084684 0.70754999 0.78337183]",0.006008415322984659,0.00023944675160242386
GregBahm_PlaceViewer,9,"[0.30739219 0.36780033 0.36871326 0.12727347 0.31746693 0.03820633
 0.20028482 0.10830887 0.8189815  1.         0.54069574 0.53320766
 0.25560126 0.0956586  0.24344934 0.23249255 0.0267724  0.52043496
 0.07948047 0.16668508 0.27226801 1.         0.07677447 0.41175918
 0.01456493 0.70734647 0.06107994 0.2116382  1.         1.
 0.15549222 0.06302348 0.3430008  0.75375808 0.26530266 0.65048544
 0.17823751 0.6173185  0.21344414 0.20960516]","[0.34025674 0.05326333 0.24945045 0.56578264 0.44076148 0.32956117
 0.08850511 0.0765924  0.67485773 0.24759342 0.65629943 0.49154646
 0.30722502 1.         0.19414419 0.03376363 0.45076986 0.23749404
 0.17499637 0.0450775  0.47313963 0.70239792 0.54898775 0.16104428
 0.0698427  0.21977839 0.15004639 0.21534071 0.85689721 0.94293924
 0.72200547 0.4857958  0.04765991 0.7266737  0.60073086 0.85081381
 1.         0.17260082 0.28716409 0.06032656]",0.005314178704431979,0.0036892193575589686
GregBahm_PlaceViewer,11,"[0.00120581 0.05756101 0.22507762 0.29287098 0.16667883 0.14716008
 0.18216479 0.14770865 1.         0.72365091 0.17259508 0.27173542
 0.31122242 0.84605355 0.         0.26854523 0.14956562 0.25694055
 0.0980771  0.13114526 0.14084109 0.45946052 0.26156358 0.10966045
 0.17466551 0.50485411 0.16106701 0.26521426 1.         0.87281567
 0.00531317 0.78673204 0.00216731 0.38386112 0.29126796 0.03842503
 1.         0.81407262 0.01000605 0.32349529]","[1.68464988e-01 9.44561754e-02 5.34738829e-02 3.89278145e-02
 4.35962131e-01 4.50359150e-01 3.73047392e-01 4.93718661e-01
 2.79680605e-01 1.00000000e+00 1.15894535e-01 1.91828462e-01
 2.85545728e-01 5.75751994e-01 3.72348387e-01 4.93649260e-01
 4.23892736e-01 5.55000368e-01 2.42274082e-01 5.57718734e-01
 4.46903843e-01 6.41797903e-01 6.34626721e-01 2.10436424e-01
 6.83410948e-02 1.22339014e-01 8.41144199e-02 3.59994312e-05
 8.47799841e-01 9.31495594e-01 2.95825552e-01 1.00000000e+00
 8.61720892e-01 8.58420741e-01 4.70429488e-01 6.96520523e-01
 8.37272319e-01 1.42148851e-02 5.82872820e-02 3.43114740e-01]",0.001305864664719648,0.0013391879107144942
GregBahm_PlaceViewer,13,"[0.00000000e+00 3.65678394e-01 7.43134381e-02 1.82952425e-01
 2.16750331e-01 8.06332090e-02 2.16678098e-01 0.00000000e+00
 1.00000000e+00 9.33431803e-01 4.78016799e-02 3.81010346e-01
 2.25427600e-03 9.61465041e-04 4.16756731e-01 1.30922333e-01
 2.57440157e-01 1.10197125e-01 1.52241277e-01 2.01716822e-01
 3.54941066e-01 1.38980797e-01 7.12723803e-01 1.96187307e-01
 2.06620895e-03 7.67120127e-01 4.71097050e-01 3.25598166e-01
 9.22478956e-01 7.86999734e-01 6.69483767e-01 5.59140758e-01
 1.00000000e+00 8.99886051e-01 1.27967763e-01 2.65535162e-01
 7.24786403e-01 1.61072816e-01 3.72731696e-01 1.00000000e+00]","[0.34306325 0.32316791 0.38578111 0.22055343 0.07172893 0.09340065
 0.13704156 0.4519901  0.54079663 0.78187959 0.03054958 0.16262609
 0.05894636 0.42458508 0.20870804 0.45902291 0.22772905 0.29978923
 0.0562071  0.15826921 0.11868408 0.81460644 0.61331647 0.34799922
 0.15481325 0.92661962 0.32070756 0.21485594 0.85909379 0.87554918
 0.45874537 0.06506386 0.67305095 0.91279532 0.21031736 0.48686061
 0.77781799 0.47302731 0.3984764  0.76590959]",0.002168583522372626,4.564350091021178e-05
GregBahm_PlaceViewer,15,"[0.01897773 0.38692738 0.21183526 0.26155625 0.07842611 0.07420012
 0.06806382 0.37519833 1.         0.9680079  0.6248061  0.44653948
 0.02685123 0.79071832 0.06756065 0.37782512 0.0213514  0.08094676
 0.18733009 0.34269561 0.04257976 0.85325684 0.09594246 0.34945861
 0.12059061 0.83621756 0.81337273 0.07195761 0.78937074 1.
 0.02244103 0.06943942 0.41806407 0.08083028 0.14740116 0.58444589
 1.         0.93746935 0.28337374 0.91358322]","[0.23411396 0.12361484 0.37133861 0.18671441 0.09042499 0.16751807
 0.20558416 0.17680899 0.79543998 0.89949968 0.91751435 0.12961173
 0.3167073  0.52300987 0.72015049 0.03201585 0.16026542 0.35952542
 0.41752623 0.43189946 0.22833763 1.         0.56302323 0.23184831
 0.35502059 0.31445015 0.01899288 0.28430378 0.95241034 0.81675075
 0.14578757 0.71996405 1.         1.         0.27728108 0.79794811
 0.70689062 0.18617392 0.26210655 0.61535403]",0.0004916729472915828,3.453056945796689e-05
GregBahm_PlaceViewer,17,"[0.22536683 0.05442834 0.34379425 0.15253341 0.12970717 0.34081992
 0.21786302 0.31724672 0.80174377 0.71441379 0.80887945 0.42998059
 0.0429673  1.         0.09513211 0.15881453 0.05643599 0.32406235
 0.19846489 0.37504257 0.36995357 1.         0.15302924 0.22056488
 0.31852709 0.75522187 0.50513209 0.28212264 0.73894185 0.55142763
 0.03562012 0.5619962  0.8685504  0.66500349 0.21208903 0.022369
 0.91086592 1.         0.22426086 1.        ]","[0.11411478 0.19389983 0.05234985 0.00899635 0.102942   0.07756316
 0.04759725 0.05057956 0.70451733 0.63722437 0.28719625 0.48620834
 0.26632652 0.23878629 0.28237529 0.22029857 0.00484738 0.19267485
 0.03208701 0.26118379 0.20691315 0.61363583 0.66662145 0.16965413
 0.22393068 0.05496318 0.33156052 0.11605153 0.44325615 0.43431046
 0.77177207 0.47964694 1.         0.53651778 0.01628846 0.54408061
 1.         0.49151413 0.12834713 0.95043086]",0.00026358128611185923,8.873756206537111e-06
GregBahm_PlaceViewer,19,"[0.01508389 0.00336733 0.17246467 0.10446386 0.41835784 0.18565282
 0.25378771 1.         0.80462943 0.67363535 0.45458553 0.52550789
 0.45444195 0.56692332 0.11479647 0.07411154 0.26641263 0.44662663
 0.25592965 0.36201572 0.19939516 0.03826346 0.67633816 0.13656678
 0.29038727 0.00200269 0.88183983 0.34001127 0.53511079 0.5052438
 0.78890645 0.69635011 0.54230139 1.         0.01042381 0.92234131
 0.84998249 0.72210469 0.43929688 0.93696754]","[0.0256394  0.16678803 0.16246747 0.50645044 0.10564069 0.
 0.2674815  0.10162745 0.65398234 1.         0.18244939 0.00676711
 1.         0.03691185 0.2259113  0.64326076 0.37960755 0.43715815
 0.11725905 0.60487123 0.36545742 1.         0.61113248 1.
 0.05086915 1.         0.57754528 0.12585607 1.         1.
 0.54365303 0.5659106  0.93999233 0.66904863 0.02504136 0.09145128
 0.86436657 0.66007382 0.24121153 0.01786578]",0.0012706598748219546,2.4806049350856714e-05
GregBahm_PlaceViewer,21,"[0.07727866 0.35078314 0.05134322 0.51929144 0.33779189 0.28257296
 0.37541166 0.19687227 0.86375761 0.90024375 0.53946447 0.55695954
 0.62974606 0.02076829 0.25243707 0.08745579 0.29222807 0.31995878
 0.04023163 0.05304037 0.00967943 1.         0.47734297 0.24954183
 0.24695023 0.46096031 1.         0.01461821 1.         0.81341419
 0.59817269 0.07535363 0.72237315 0.50338016 0.06738845 0.68779606
 0.65488019 0.82335011 0.20192091 0.73405136]","[0.02062571 0.08692537 0.16636616 0.40905113 0.03035041 0.62110519
 0.14667178 0.06138547 0.72755657 0.39837762 0.24980439 0.4112544
 0.43838051 0.63255891 0.02704079 0.40871796 0.07191409 0.13586357
 0.17597375 0.23599388 0.01089728 1.         0.52820253 0.01082736
 0.10317393 0.32630413 0.08102294 0.04423478 0.65224152 0.36504306
 0.50469225 0.59865965 0.28655554 0.29612924 0.10963012 0.17922521
 0.80845236 0.02060254 0.1724593  0.09014235]",0.0001088486621192448,9.411364711283455e-06
GregBahm_PlaceViewer,23,"[0.03654177 0.31868486 0.20088249 0.26814942 0.74815967 0.12160204
 0.17173411 0.06231821 0.8461948  1.         0.68425049 1.
 0.23587475 0.56554624 0.00367616 0.26106531 0.02529161 0.10886293
 0.05977398 0.         0.12065436 0.90432109 0.80891568 0.05303796
 0.08325959 1.         0.67469642 0.23346206 0.98676275 0.59780714
 0.66571387 0.51992035 0.41986132 0.81669455 0.09963197 0.97530108
 0.57638117 0.0169875  0.15604365 0.43825451]","[0.5045311  0.24133402 0.19612043 0.03823828 0.08484277 0.10858987
 0.24249388 0.11232799 0.62520147 0.54707167 0.29954426 0.71343539
 0.25175237 0.89738687 0.11547207 0.74794063 0.24632403 0.14635092
 0.14173123 0.27617861 0.00537521 0.80229852 0.06463418 1.
 0.11884494 0.29838657 0.28133261 0.35860576 0.67976372 0.65882395
 0.46261903 0.38169879 0.71177191 0.59503785 0.12492404 0.92080062
 0.78983585 0.06647415 0.11028077 0.59233864]",1.584516929143034e-05,3.6329255062385964e-06
GregBahm_PlaceViewer,25,"[2.75546922e-01 3.74339952e-01 1.00000000e+00 3.03174356e-01
 8.76685739e-02 2.63743081e-01 2.90087995e-02 2.86142538e-01
 6.00488767e-01 6.47185950e-01 7.73236176e-01 2.39932270e-04
 8.34852256e-01 9.90502389e-01 1.39767328e-01 4.18065871e-01
 1.93070471e-01 1.98836945e-01 1.24822799e-01 3.06077522e-01
 2.93126761e-01 4.50934979e-01 1.00000000e+00 1.60596120e-01
 2.92750463e-01 7.85822472e-01 6.96777720e-01 1.62067530e-02
 4.81516580e-01 5.74215992e-01 7.10863580e-01 6.55355610e-01
 9.51800148e-01 5.89559568e-01 7.32149200e-01 4.07745700e-01
 8.78890113e-01 4.33911754e-01 2.28006740e-01 4.71586284e-01]","[0.17115102 0.30888667 0.01723323 0.173624   0.12974319 0.06239967
 0.13790633 0.0776294  0.83751143 0.92956237 0.27142511 0.72967682
 0.78913423 0.41560704 0.06673432 0.22610101 0.02756574 0.84459841
 0.0529377  0.05476554 0.06390922 0.43153003 0.46932819 0.00797606
 0.09460268 0.54237656 0.4255281  0.29865848 0.5701368  0.59277123
 0.46428556 0.53180016 0.91539053 0.73067966 0.068704   0.67410844
 0.73191188 0.9487467  0.01822802 0.31229363]",1.4720606478262447e-05,5.479117339944497e-08
GregBahm_PlaceViewer,27,"[0.68246197 0.473487   0.03034007 0.         1.         0.47108857
 0.         0.06860137 0.65918615 0.56051335 0.7530643  0.52287524
 0.74105235 0.41917939 0.17689651 0.25075513 0.08852875 0.12028377
 0.19525736 0.24725543 0.01296668 0.27782293 0.43427804 0.41693403
 0.         0.38111078 0.8002277  0.14129094 0.71298599 0.91710593
 0.75743617 0.74720601 0.38791246 0.49154029 0.45520497 0.86008874
 0.45043744 0.8080512  0.00299692 0.08271402]","[4.22194509e-03 4.02823213e-01 3.78631878e-03 2.94131521e-01
 1.08776985e-01 5.43738865e-01 5.46306100e-02 1.54675667e-01
 7.55904794e-01 5.97329715e-01 5.03312675e-01 3.94857626e-01
 6.14702112e-01 3.05229187e-01 4.65893966e-04 4.00244351e-01
 8.19116600e-01 2.04620857e-01 2.19471636e-01 1.98473780e-02
 0.00000000e+00 8.65798071e-01 2.91455676e-01 2.02333191e-01
 6.59347368e-01 4.64891174e-01 4.93578021e-01 3.25071912e-02
 4.30422770e-01 5.69193245e-01 3.86969278e-01 2.97914147e-01
 5.77487163e-01 2.66079537e-01 2.29981347e-01 5.24932645e-01
 5.20852685e-01 1.00000000e+00 3.18778293e-01 9.30544497e-01]",1.1878511372372822e-05,8.215809588014973e-08
GregBahm_PlaceViewer,29,"[0.         0.1409884  0.         0.48168246 0.05199929 0.10071786
 0.         0.77664592 0.39447163 0.84942459 0.50929416 1.
 0.53995443 1.         0.11165466 0.18582796 0.         0.1370954
 0.02371425 0.34713271 0.19814981 0.82473135 0.61664727 0.03292593
 0.26046949 0.76136039 0.91624588 0.40747633 1.         0.78546995
 0.37691983 0.95515606 0.54309188 0.63343751 0.         0.54556099
 0.38229201 0.74358702 0.10978364 0.54980223]","[0.         0.239244   0.05307283 0.23948882 0.37530483 0.24614947
 0.01928775 0.09566922 0.75926947 0.46515796 0.2453591  0.80470429
 0.36011247 0.29354215 0.45257976 0.50207632 0.46069179 0.13956803
 0.62185905 0.03349418 0.06916645 0.29868001 0.46344304 0.02947527
 0.09341642 0.70609344 0.45542124 0.37838997 0.69828703 0.73975834
 0.69158303 0.69215192 0.59117758 1.         0.         0.3166569
 0.64728932 1.         0.17084161 0.32095152]",3.270467688880999e-10,5.479117339944497e-08
GregBahm_PlaceViewer,31,"[0.21645277 0.38782723 0.15320859 0.02105203 0.02781961 0.06852165
 0.06857082 0.33776294 0.89669184 0.86989823 0.42556531 0.222008
 0.17634132 0.5784288  0.         0.45886795 1.         0.47896778
 0.03708329 0.65134208 0.0562619  0.38766577 0.88245015 0.
 0.00237532 0.51554366 0.76676156 0.29129255 0.36431732 0.38587396
 0.5220248  0.56804715 0.4208748  0.66828232 0.         0.28301705
 0.18388387 0.45409216 0.54845793 0.26844401]","[0.29295029 1.         0.         0.40527434 0.04001464 0.6355846
 0.44815258 0.27248389 0.42386135 1.         0.821939   0.92547507
 0.47081732 0.45837738 0.22157809 0.38849619 0.2256692  0.06484441
 0.63884072 0.40412191 0.39939436 0.79974886 0.41679836 1.
 0.03185097 0.64935746 0.5448384  0.34953956 1.         0.90901957
 0.31325701 0.99814201 0.56307677 0.29445995 0.32586633 0.7239754
 0.89821549 0.41104549 0.08126163 0.51315953]",5.2330641920169744e-09,0.0
GregBahm_PlaceViewer,33,"[0.40540647 0.96642536 0.15498186 0.87529724 0.63672276 0.15569779
 1.         0.03565835 0.21927074 0.84099942 1.         0.36049124
 0.48277227 0.19458108 0.12607511 0.30601824 0.7259256  0.32961615
 0.02391519 0.68546369 0.         1.         0.45342644 0.75805912
 0.         0.19001349 0.24740782 0.37171667 1.         1.
 0.25829528 0.4953422  0.69343707 0.98343508 0.04219427 0.83667789
 1.         0.49229856 0.85029369 0.16274303]","[0.43712809 0.48870248 0.4241193  0.29609663 0.22381901 0.69055704
 0.18786091 0.14644243 0.52588026 0.62899221 0.70614919 0.82801122
 0.93043462 0.54270149 0.0440903  0.34747454 0.33480217 0.16513645
 0.00751093 0.31105137 0.         0.90892679 0.69362656 0.10748012
 0.25978113 0.43707048 0.93015149 0.53999573 0.62449222 0.80191184
 0.35133765 0.45248129 0.33889656 0.56257839 0.19142208 0.55550475
 1.         0.74882249 0.16446324 0.6756082 ]",0.0,0.0
GregBahm_PlaceViewer,35,"[0.29031598 0.74117673 0.2212317  0.34619648 0.13288862 0.
 0.33907041 0.         0.58807392 0.40621887 0.594068   0.33972643
 0.80451795 0.32930031 0.33980503 0.44319249 0.64968034 0.55680165
 0.42394494 0.43075587 0.34103905 0.72011457 0.5777521  0.14406361
 0.56953263 0.19579312 0.37075208 0.21419148 0.6626164  0.44675661
 0.34403072 0.46017263 0.4066009  1.         0.10405326 0.46974206
 0.2455193  0.7487405  0.98130645 0.47781022]","[1.         0.65505206 0.         0.75760507 0.29886312 0.85737456
 0.93793115 0.08345898 0.35217368 0.95687091 0.59511351 0.36862786
 0.74446414 0.61386855 0.3338026  0.2128722  0.89631679 0.18269397
 0.         0.21202017 0.43473588 0.62928814 0.26319726 0.52224388
 0.         0.88271294 0.56748333 0.64708321 0.36515917 0.75774095
 0.94870068 0.86881964 0.74146202 0.34671436 0.27032497 0.98013669
 0.64108694 0.64787054 0.         0.43383186]",0.0,0.0
GregBahm_PlaceViewer,37,"[0.89565573 0.34607506 0.01832604 0.56486609 0.98065836 0.01300456
 0.06429411 0.52560878 0.09138484 0.58464219 0.99578578 0.05671515
 0.36111599 0.18450401 0.47142464 0.6696785  0.7649712  0.03101309
 0.41314279 0.17411569 0.2685103  0.17698686 0.25695372 0.02985147
 0.63047628 0.10090615 0.54467558 0.12433706 0.11212232 0.65658235
 0.58298584 0.70060549 0.72680723 0.25750413 0.74623905 0.80102601
 0.5947527  0.28219677 0.55143175 0.41847468]","[0.74239089 0.8026046  0.15299974 0.30187867 0.07726798 0.83874225
 0.28121676 0.24024684 0.95919174 0.97828283 0.84297715 0.92377185
 0.43643136 0.41106045 0.09851163 0.16773843 0.34667343 0.25394514
 0.65667969 0.13520023 0.24290164 0.5728478  0.68927163 0.43114727
 0.71510605 0.67263384 0.27578515 0.23371238 0.17797592 0.9257074
 0.6262601  0.82450559 0.82706681 0.46610781 0.09658217 0.98954643
 0.67803647 0.74665701 0.1790249  0.60053514]",0.0,0.0
GregBahm_PlaceViewer,39,"[0.89565573 0.34607506 0.01832604 0.56486609 0.98065836 0.01300456
 0.06429411 0.52560878 0.09138484 0.58464219 0.99578578 0.05671515
 0.36111599 0.18450401 0.47142464 0.6696785  0.7649712  0.03101309
 0.41314279 0.17411569 0.2685103  0.17698686 0.25695372 0.02985147
 0.63047628 0.10090615 0.54467558 0.12433706 0.11212232 0.65658235
 0.58298584 0.70060549 0.72680723 0.25750413 0.74623905 0.80102601
 0.5947527  0.28219677 0.55143175 0.41847468]","[0.11248542 0.76585345 0.66979648 0.26991352 0.96038435 0.29092993
 0.53751368 0.21429346 0.50573366 0.88470383 0.45352642 0.0853
 0.62735345 0.72615481 0.73346284 0.64694588 0.38680295 0.36807726
 0.04907006 0.29616577 0.02509722 0.52315037 0.64251993 0.7179652
 0.27387941 0.9543927  0.27507453 0.04327857 0.12699893 0.69975722
 0.30111704 0.53018346 0.62639128 0.25485404 0.72923992 0.77131659
 0.37243407 0.32307422 0.0125843  0.12959635]",0.0,0.0
Raicuparta_nomai-vr,1,"[0.52800623 0.59476405 0.04692871 0.28065094 0.07308993 0.42589999
 0.31402455 0.08185388 0.77576482 0.42484659 0.55364536 0.08735211
 0.6325109  0.13142027 0.51907179 0.33059103 0.52983707 0.02521746
 0.30340145 0.1391896  0.05759999 0.07169749 0.92235093 0.56724572
 0.0122909  0.62590207 0.44794491 0.83522624 0.06364307 0.99437925
 0.34650549 0.49609379 0.04836388 0.14752207 0.61019448 0.5114373
 0.28556448 0.70959571 0.79543295 0.24923259]","[0.6358623  0.40555862 0.69208257 0.09047471 0.3869857  0.95869997
 0.05419291 0.2973547  0.13341972 0.56757799 0.9931235  0.29541154
 0.90744198 0.92599338 0.5598385  0.3731493  0.09947431 0.614287
 0.15515198 0.48938706 0.35863462 0.22478885 0.90814179 0.49244886
 0.13764648 0.08289748 0.88059327 0.29601967 0.40430691 0.99702279
 0.66141315 0.89005737 0.0225987  0.34500308 0.94476044 0.93976146
 0.3506282  0.8569404  0.70724078 0.76726728]",0.26263376928537985,0.24005307881038188
Raicuparta_nomai-vr,3,"[0.21067797 0.69064036 0.64970467 0.26789729 0.18391027 0.71387336
 0.1088923  0.33157143 0.96459382 0.11812035 0.04516565 0.15176065
 0.32483842 0.01378641 0.20662853 0.         0.41950291 0.56086847
 0.61174545 0.47094953 0.20987171 0.20798947 0.         0.26213296
 0.71243204 0.86604058 0.39451965 0.         0.15665034 1.
 0.01039595 0.44962775 0.31100743 0.41726158 0.21816002 0.22280968
 0.92569644 0.85315072 0.86549985 0.62604686]","[0.64628162 0.36618213 0.37977447 0.41211086 0.73038591 0.82151582
 0.25982385 0.63674407 0.30681001 1.         0.04556049 0.69155185
 0.57015514 0.5341737  0.53161686 0.38165399 0.16678703 0.01927047
 0.         0.50351027 0.04466907 0.48488207 0.40375772 0.73307881
 0.90184207 0.36341698 0.59218128 0.70408151 1.         1.
 0.00415644 0.54521593 0.12999027 0.41650877 0.30977216 0.36426899
 0.55260041 0.8152049  0.99214701 0.09981367]",0.10277018508412655,0.03269012963468069
Raicuparta_nomai-vr,5,"[0.30565825 0.33543159 0.28212592 0.00461947 0.08730781 0.01270535
 0.         0.34681097 0.86830777 0.70761339 0.15059536 0.18731639
 0.55041081 0.01476269 0.17439625 0.03211258 0.1767311  0.62465804
 0.37118571 0.51003429 0.13664435 0.55204357 0.16052684 0.54311001
 0.02772401 0.18124207 0.09585532 0.56712231 0.65694128 1.
 0.3545155  0.01505144 0.13042723 0.09834486 0.         0.74847317
 0.10946783 0.50805921 0.46161825 0.30091108]","[0.14120322 0.05681599 0.19284058 0.06511063 0.27755361 0.60878705
 0.25233844 0.09089513 0.81332616 1.         0.14706484 0.1599639
 0.25288506 0.74149222 0.12829154 0.09264254 0.01305293 0.39467354
 0.08314259 0.29512094 0.14571061 0.10226312 0.51836968 0.05929206
 0.27227174 0.63002914 0.26921085 0.29542543 0.78678746 1.
 0.37242773 0.3508781  0.21387338 0.45093699 0.2657774  0.66478904
 0.84747627 0.45849807 0.25241506 0.54592178]",0.015268386052221824,0.006671864087949872
Raicuparta_nomai-vr,7,"[0.06444354 0.14153742 0.28500587 0.85955761 0.11536961 0.19301646
 0.37681507 0.08740431 1.         1.         0.05718081 0.09568991
 0.65035385 0.01401441 0.50454044 0.0643687  0.12805897 0.27285462
 0.46139783 0.40581655 0.3470592  0.86299628 0.62153541 0.42429405
 0.45893803 0.4299307  0.06736898 0.78487603 0.90881922 1.
 0.14576477 0.49052503 0.1640576  0.50553374 0.35227441 0.8973321
 0.93862389 0.75490988 0.357119   0.5327265 ]","[4.54063404e-01 3.81986825e-01 1.06150204e-01 3.71256594e-02
 4.87980117e-01 1.31879517e-01 2.42547440e-01 1.66745532e-01
 9.00012176e-01 1.00000000e+00 3.93585514e-01 3.57027755e-01
 1.58173106e-01 1.64064839e-04 5.57307806e-01 7.60081668e-01
 7.92371852e-02 5.61705254e-01 3.65003541e-01 5.29124557e-01
 3.95774708e-02 9.90567339e-01 7.62361710e-01 1.65984470e-01
 1.56799527e-02 3.28199802e-01 7.31727417e-01 8.21487868e-01
 1.00000000e+00 9.51639566e-01 6.21590952e-01 6.36292035e-01
 5.06808466e-02 2.52335045e-01 6.61491977e-02 2.29541096e-01
 8.91654233e-01 2.02894888e-01 3.81341648e-01 7.11682449e-01]",0.007557567515852282,0.003609628451039061
Raicuparta_nomai-vr,9,"[0.35594045 0.01612548 0.06278529 0.08613485 0.31860818 0.12624129
 0.41618137 0.46037597 0.80458534 0.68172604 0.39716276 0.15540071
 0.2021076  0.07232328 0.19269653 0.55083402 0.5239307  0.2701029
 0.23053869 0.27250962 0.4803474  0.63238441 0.13675209 0.1824523
 0.17615916 0.50467992 0.06033555 0.5856131  0.92218528 0.66422304
 0.37374151 0.08322532 0.1340476  0.42494649 0.42009489 0.84723417
 0.89327137 0.48993395 0.26261114 0.25137936]","[0.41118654 0.05916446 0.53824256 0.17499122 0.53431668 0.10081566
 0.15677842 0.6436844  1.         0.88241627 0.03067364 0.28163222
 1.         0.43107035 0.51123993 0.32998806 0.07967058 0.17594186
 0.02246637 0.05207722 0.19584258 0.01330112 0.75425681 0.5240843
 0.37733838 0.42144848 0.46640412 0.99538973 0.67953304 0.94112617
 0.08081017 0.32380813 0.04913517 0.21416488 0.44775761 0.15544812
 0.90831667 0.09538859 0.45807342 0.70704308]",0.003954195946846173,0.00336374253317079
Raicuparta_nomai-vr,11,"[0.1476607  0.49709022 0.42617104 0.5347086  0.4173041  0.0547517
 0.38784076 0.16875166 0.95699616 0.86493757 0.13308579 0.09225503
 0.55884272 0.59400536 0.47798129 0.70017476 0.39305655 0.45394757
 0.51663707 0.46252213 0.02233897 0.80392466 0.88418117 0.12489159
 0.32152446 0.57108626 0.34545248 0.78016478 0.79902836 0.94819778
 0.34513202 0.1641201  0.51166669 0.09525893 0.16751571 0.76448002
 0.89058259 0.37744387 0.00114886 0.64228836]","[0.05611709 0.16281797 0.33807276 0.33191149 0.04563798 0.21498883
 0.31944755 0.01566488 0.87500772 0.93040534 0.58394615 0.10398361
 0.19699592 0.55363292 0.45361211 0.20230459 0.10540197 0.21687459
 0.11153512 0.13427775 0.09063483 0.80595145 0.82907588 0.32336433
 0.44034813 0.2389164  0.60874614 0.78919806 0.77757437 0.8588983
 0.36213466 0.11944283 0.11900339 0.09047083 0.45224493 0.05276885
 0.9687015  0.7577343  0.06752817 0.61646493]",0.002596344137250153,0.0017057579592797917
Raicuparta_nomai-vr,13,"[0.19691304 0.49184246 0.32731793 0.58881447 0.0825826  0.52344825
 0.06104566 0.06161475 1.         1.         0.70088341 0.06418302
 0.31438882 0.44817087 0.06884053 0.13461737 0.04772897 0.13395348
 0.74866174 0.21535442 0.37607263 0.897388   0.92403128 0.22667453
 0.05124258 0.         0.14022088 0.7667166  0.83160078 0.9806029
 0.1751363  0.24516036 0.09983234 0.48097073 0.03912063 0.60776698
 1.         0.21861235 0.41680909 0.58384351]","[0.04670037 0.1056423  0.00426596 0.73159072 0.37487184 0.03937265
 0.07919593 0.45197492 0.96117825 0.97880745 0.29060832 0.06955498
 0.59623102 0.31629795 0.38399025 1.         0.02371086 0.80873243
 0.00876799 0.11125571 0.20220979 0.95855357 0.6794008  0.54804462
 0.         0.5745104  0.95998243 0.70557292 0.78075212 0.60373058
 0.49583329 0.04324003 0.50427089 0.24255368 0.33758927 0.00504037
 1.         0.09545092 0.03744295 0.61731693]",0.0021902945694070725,0.0009264558315860655
